bias,error-frac,errors,expressed-tpms,gene transcript number,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded
True,0.85468,True,2498.00000,3,0.84153,-35.63842,0,False,Sailfish,30,50,0.84468,0.88882,True
True,0.89130,True,3128.00000,4,0.77605,-41.62044,0,False,Sailfish,30,50,0.79572,0.85990,True
True,0.95070,True,3408.00000,0,0.90432,-41.94512,10,False,Sailfish,30,50,0.89114,0.74204,True
True,0.94349,True,5503.00000,1,0.83832,-42.84782,10,False,Sailfish,30,50,0.85753,0.70908,True
True,0.93978,True,4367.00000,2,0.80934,-43.07355,10,False,Sailfish,30,50,0.84108,0.69111,True
True,0.94327,True,2609.00000,3,0.77367,-44.19996,10,False,Sailfish,30,50,0.81027,0.67181,True
True,0.94481,True,3171.00000,4,0.70782,-48.15768,10,False,Sailfish,30,50,0.79060,0.67146,True
True,0.87647,True,3562.00000,0,0.94931,-30.14476,0,False,Sailfish,30,75,0.90848,0.95302,True
True,0.83315,True,5496.00000,1,0.91599,-29.51463,0,False,Sailfish,30,75,0.88264,0.92716,True
True,0.84529,True,4266.00000,2,0.89113,-30.87916,0,False,Sailfish,30,75,0.85935,0.90943,True
True,0.84652,True,2554.00000,3,0.86844,-32.19369,0,False,Sailfish,30,75,0.82850,0.89425,True
True,0.86311,True,3134.00000,4,0.83489,-34.78890,0,False,Sailfish,30,75,0.81206,0.88213,True
True,0.94142,True,3551.00000,0,0.89731,-39.60933,10,False,Sailfish,30,75,0.89693,0.73687,True
True,0.93197,True,5512.00000,1,0.86679,-38.12178,10,False,Sailfish,30,75,0.86720,0.71372,True
True,0.92979,True,4387.00000,2,0.84360,-37.93017,10,False,Sailfish,30,75,0.85753,0.69188,True
True,0.93135,True,2622.00000,3,0.81554,-40.78810,10,False,Sailfish,30,75,0.82532,0.67933,True
True,0.93319,True,3158.00000,4,0.75097,-43.35790,10,False,Sailfish,30,75,0.79354,0.65912,True
True,0.86228,True,3340.00000,0,0.95333,-27.07885,0,False,Sailfish,30,100,0.90509,0.95887,True
True,0.80683,True,5420.00000,1,0.92635,-25.32229,0,False,Sailfish,30,100,0.87989,0.93765,True
True,0.82641,True,4286.00000,2,0.91232,-26.67685,0,False,Sailfish,30,100,0.85464,0.91859,True
True,0.81156,True,2526.00000,3,0.90894,-25.58186,0,False,Sailfish,30,100,0.84086,0.90736,True
True,0.84635,True,3098.00000,4,0.85026,-29.62529,0,False,Sailfish,30,100,0.80504,0.89588,True
True,0.93476,True,3510.00000,0,0.89831,-37.99551,10,False,Sailfish,30,100,0.89487,0.72813,True
True,0.92348,True,5476.00000,1,0.87701,-36.33154,10,False,Sailfish,30,100,0.86633,0.70582,True
True,0.92440,True,4299.00000,2,0.85595,-36.61878,10,False,Sailfish,30,100,0.84462,0.69068,True
True,0.93111,True,2642.00000,3,0.80701,-35.98160,10,False,Sailfish,30,100,0.82740,0.67105,True
True,0.93097,True,3187.00000,4,0.79048,-40.51567,10,False,Sailfish,30,100,0.79950,0.66609,True
True,0.87351,True,3439.00000,0,0.93552,-24.81193,0,True,Cufflinks,10,50,0.83018,0.97520,False
True,0.85956,True,5504.00000,1,0.93828,-22.08251,0,True,Cufflinks,10,50,0.81559,0.96604,False
True,0.85803,True,4205.00000,2,0.92619,-20.98178,0,True,Cufflinks,10,50,0.80238,0.96106,False
True,0.86364,True,2640.00000,3,0.93311,-18.26269,0,True,Cufflinks,10,50,0.78220,0.95464,False
True,0.87018,True,3135.00000,4,0.93109,-21.33442,0,True,Cufflinks,10,50,0.77384,0.94841,False
True,0.86027,True,3471.00000,0,0.93004,-24.82570,10,True,Cufflinks,10,50,0.84644,0.90220,False
True,0.86154,True,5525.00000,1,0.92909,-20.26371,10,True,Cufflinks,10,50,0.82262,0.88821,False
True,0.84927,True,4226.00000,2,0.92128,-19.77001,10,True,Cufflinks,10,50,0.79579,0.87622,False
True,0.85866,True,2540.00000,3,0.92346,-16.65598,10,True,Cufflinks,10,50,0.80315,0.86721,False
True,0.87360,True,3046.00000,4,0.90005,-20.19624,10,True,Cufflinks,10,50,0.76592,0.85876,False
True,0.86159,True,3504.00000,0,0.93430,-23.99011,0,True,Cufflinks,10,75,0.80137,0.97597,False
True,0.86242,True,5444.00000,1,0.93589,-20.68973,0,True,Cufflinks,10,75,0.78435,0.96562,False
True,0.86379,True,4236.00000,2,0.93160,-18.56922,0,True,Cufflinks,10,75,0.78258,0.96247,False
True,0.85517,True,2603.00000,3,0.94463,-15.08144,0,True,Cufflinks,10,75,0.78025,0.95617,False
True,0.87572,True,3130.00000,4,0.91622,-20.26183,0,True,Cufflinks,10,75,0.72204,0.95106,False
True,0.87700,True,3561.00000,0,0.92184,-26.36117,10,True,Cufflinks,10,75,0.82449,0.91350,False
True,0.86498,True,5377.00000,1,0.92869,-24.46750,10,True,Cufflinks,10,75,0.79152,0.89760,False
True,0.86176,True,4333.00000,2,0.92226,-21.42216,10,True,Cufflinks,10,75,0.77360,0.89063,False
True,0.86149,True,2664.00000,3,0.91963,-20.63386,10,True,Cufflinks,10,75,0.76351,0.87993,False
True,0.86924,True,3059.00000,4,0.90758,-23.56503,10,True,Cufflinks,10,75,0.75253,0.87081,False
True,0.87056,True,3492.00000,0,0.91961,-23.63658,0,True,Cufflinks,10,100,0.79840,0.97985,False
True,0.87037,True,5315.00000,1,0.92361,-23.41998,0,True,Cufflinks,10,100,0.74939,0.96823,False
True,0.86579,True,4262.00000,2,0.92424,-22.35855,0,True,Cufflinks,10,100,0.73252,0.96449,False
True,0.86970,True,2548.00000,3,0.91861,-21.47142,0,True,Cufflinks,10,100,0.72998,0.95997,False
True,0.87821,True,3079.00000,4,0.92561,-22.63086,0,True,Cufflinks,10,100,0.70380,0.95865,False
True,0.86493,True,3339.00000,0,0.91672,-24.90962,10,True,Cufflinks,10,100,0.78916,0.91907,False
True,0.86693,True,5501.00000,1,0.91873,-23.63534,10,True,Cufflinks,10,100,0.76077,0.90263,False
True,0.86866,True,4279.00000,2,0.91598,-20.68996,10,True,Cufflinks,10,100,0.75134,0.89599,False
True,0.87700,True,2561.00000,3,0.91319,-20.62503,10,True,Cufflinks,10,100,0.74619,0.88332,False
True,0.87677,True,3100.00000,4,0.89783,-24.71550,10,True,Cufflinks,10,100,0.70194,0.88096,False
True,0.89445,True,3439.00000,0,0.95206,-33.70715,0,True,Salmon,10,50,0.82698,0.97001,False
True,0.86065,True,5504.00000,1,0.93976,-32.63214,0,True,Salmon,10,50,0.80342,0.95903,False
True,0.85398,True,4205.00000,2,0.92656,-32.10542,0,True,Salmon,10,50,0.78787,0.95557,False
True,0.83144,True,2640.00000,3,0.93263,-31.09944,0,True,Salmon,10,50,0.76970,0.94995,False
True,0.83828,True,3135.00000,4,0.92699,-33.42853,0,True,Salmon,10,50,0.75470,0.94655,False
True,0.95362,True,3471.00000,0,0.90592,-45.16505,10,True,Salmon,10,50,0.85134,0.75469,False
True,0.93647,True,5525.00000,1,0.88411,-42.17960,10,True,Salmon,10,50,0.82805,0.74711,False
True,0.93824,True,4226.00000,2,0.87138,-41.44880,10,True,Salmon,10,50,0.80360,0.74008,False
True,0.93504,True,2540.00000,3,0.86627,-41.21889,10,True,Salmon,10,50,0.79843,0.73768,False
True,0.93237,True,3046.00000,4,0.84330,-41.84642,10,True,Salmon,10,50,0.77085,0.73716,False
True,0.90382,True,3504.00000,0,0.94709,-33.99224,0,True,Salmon,10,75,0.79795,0.96894,False
True,0.86425,True,5444.00000,1,0.93112,-33.50725,0,True,Salmon,10,75,0.77131,0.95719,False
True,0.85552,True,4236.00000,2,0.93047,-32.37617,0,True,Salmon,10,75,0.76912,0.95379,False
True,0.84211,True,2603.00000,3,0.93813,-31.50684,0,True,Salmon,10,75,0.75912,0.95213,False
True,0.84633,True,3130.00000,4,0.91596,-34.24475,0,True,Salmon,10,75,0.71374,0.94676,False
True,0.94103,True,3561.00000,0,0.91847,-43.10707,10,True,Salmon,10,75,0.83291,0.76588,False
True,0.92914,True,5377.00000,1,0.89692,-40.94982,10,True,Salmon,10,75,0.80119,0.76047,False
True,0.92638,True,4333.00000,2,0.88614,-39.57621,10,True,Salmon,10,75,0.78352,0.75895,False
True,0.93318,True,2664.00000,3,0.87499,-38.37798,10,True,Salmon,10,75,0.77440,0.75914,False
True,0.92350,True,3059.00000,4,0.85930,-40.01257,10,True,Salmon,10,75,0.76790,0.74948,False
True,0.89204,True,3492.00000,0,0.93917,-31.51114,0,True,Salmon,10,100,0.79696,0.97256,False
True,0.87150,True,5315.00000,1,0.92469,-32.10749,0,True,Salmon,10,100,0.73923,0.95930,False
True,0.86298,True,4262.00000,2,0.92198,-31.77835,0,True,Salmon,10,100,0.72431,0.95424,False
True,0.85243,True,2548.00000,3,0.91385,-31.53727,0,True,Salmon,10,100,0.71703,0.95146,False
True,0.85807,True,3079.00000,4,0.92251,-32.60245,0,True,Salmon,10,100,0.69763,0.95094,False
True,0.94010,True,3339.00000,0,0.90502,-44.86852,10,True,Salmon,10,100,0.80593,0.78050,False
True,0.93238,True,5501.00000,1,0.88452,-43.58224,10,True,Salmon,10,100,0.77586,0.77128,False
True,0.93667,True,4279.00000,2,0.88207,-42.65163,10,True,Salmon,10,100,0.76420,0.76552,False
True,0.93011,True,2561.00000,3,0.87066,-40.60648,10,True,Salmon,10,100,0.76298,0.75617,False
True,0.93226,True,3100.00000,4,0.84285,-43.87741,10,True,Salmon,10,100,0.72452,0.76095,False
True,0.89183,True,3439.00000,0,0.96223,-35.27209,0,True,RSEM,10,50,0.83716,0.97347,False
True,0.84829,True,5504.00000,1,0.95109,-32.89567,0,True,RSEM,10,50,0.82031,0.96762,False
True,0.83686,True,4205.00000,2,0.93725,-31.00096,0,True,RSEM,10,50,0.80761,0.96420,False
True,0.81629,True,2640.00000,3,0.94209,-29.15568,0,True,RSEM,10,50,0.78636,0.95880,False
True,0.81978,True,3135.00000,4,0.94002,-31.02137,0,True,RSEM,10,50,0.77735,0.95408,False
True,0.91904,True,3471.00000,0,0.94533,-37.56850,10,True,RSEM,10,50,0.85048,0.84897,False
True,0.87005,True,5525.00000,1,0.93263,-33.57242,10,True,RSEM,10,50,0.82914,0.85890,False
True,0.86796,True,4226.00000,2,0.92967,-33.37488,10,True,RSEM,10,50,0.79815,0.85604,False
True,0.84606,True,2540.00000,3,0.92673,-31.56089,10,True,RSEM,10,50,0.79961,0.85197,False
True,0.85489,True,3046.00000,4,0.90481,-33.72531,10,True,RSEM,10,50,0.76658,0.85315,False
True,0.90211,True,3504.00000,0,0.95860,-35.83956,0,True,RSEM,10,75,0.80765,0.97192,False
True,0.85287,True,5444.00000,1,0.94587,-33.63611,0,True,RSEM,10,75,0.78931,0.96571,False
True,0.83097,True,4236.00000,2,0.94477,-31.35905,0,True,RSEM,10,75,0.78329,0.96367,False
True,0.81829,True,2603.00000,3,0.95186,-28.87220,0,True,RSEM,10,75,0.77949,0.96239,False
True,0.83003,True,3130.00000,4,0.92546,-32.77016,0,True,RSEM,10,75,0.72748,0.95757,False
True,0.89469,True,3561.00000,0,0.94661,-36.36772,10,True,RSEM,10,75,0.83488,0.86956,False
True,0.86442,True,5377.00000,1,0.93728,-34.73798,10,True,RSEM,10,75,0.79710,0.87369,False
True,0.84953,True,4333.00000,2,0.92918,-32.15408,10,True,RSEM,10,75,0.77868,0.87507,False
True,0.84685,True,2664.00000,3,0.92209,-31.42670,10,True,RSEM,10,75,0.76877,0.87159,False
True,0.85747,True,3059.00000,4,0.91321,-33.30886,10,True,RSEM,10,75,0.75384,0.86613,False
True,0.89519,True,3492.00000,0,0.94768,-34.71244,0,True,RSEM,10,100,0.80756,0.97692,False
True,0.86190,True,5315.00000,1,0.93762,-33.78638,0,True,RSEM,10,100,0.75447,0.96851,False
True,0.85289,True,4262.00000,2,0.93717,-32.99569,0,True,RSEM,10,100,0.73815,0.96637,False
True,0.82810,True,2548.00000,3,0.92954,-32.30826,0,True,RSEM,10,100,0.73548,0.96500,False
True,0.82624,True,3079.00000,4,0.93668,-33.36091,0,True,RSEM,10,100,0.70997,0.96412,False
True,0.89668,True,3339.00000,0,0.94299,-35.33501,10,True,RSEM,10,100,0.79934,0.88418,False
True,0.87493,True,5501.00000,1,0.92385,-34.80070,10,True,RSEM,10,100,0.76513,0.88663,False
True,0.86025,True,4279.00000,2,0.92562,-32.66785,10,True,RSEM,10,100,0.75555,0.88382,False
True,0.83717,True,2561.00000,3,0.92115,-31.58558,10,True,RSEM,10,100,0.75088,0.87805,False
True,0.85613,True,3100.00000,4,0.90238,-35.14849,10,True,RSEM,10,100,0.70387,0.87818,False
True,0.87816,True,3439.00000,0,0.96206,-31.03525,0,True,Kallisto,10,50,0.83803,0.97546,False
True,0.84411,True,5504.00000,1,0.94785,-28.93954,0,True,Kallisto,10,50,0.81232,0.96764,False
True,0.83734,True,4205.00000,2,0.93392,-27.59601,0,True,Kallisto,10,50,0.79952,0.96329,False
True,0.81932,True,2640.00000,3,0.93796,-25.24346,0,True,Kallisto,10,50,0.77689,0.95857,False
True,0.84083,True,3135.00000,4,0.92958,-28.46686,0,True,Kallisto,10,50,0.76300,0.95252,False
True,0.94958,True,3471.00000,0,0.90959,-45.08335,10,True,Kallisto,10,50,0.85364,0.75824,False
True,0.93557,True,5525.00000,1,0.88636,-41.46973,10,True,Kallisto,10,50,0.82643,0.75189,False
True,0.94037,True,4226.00000,2,0.87024,-41.28230,10,True,Kallisto,10,50,0.80005,0.74507,False
True,0.93819,True,2540.00000,3,0.86444,-40.39665,10,True,Kallisto,10,50,0.79843,0.73922,False
True,0.93270,True,3046.00000,4,0.83472,-41.89215,10,True,Kallisto,10,50,0.76165,0.73950,False
True,0.88927,True,3504.00000,0,0.95757,-31.03316,0,True,Kallisto,10,75,0.80479,0.97651,False
True,0.84221,True,5444.00000,1,0.94483,-28.83378,0,True,Kallisto,10,75,0.78747,0.96806,False
True,0.83924,True,4236.00000,2,0.94469,-26.66149,0,True,Kallisto,10,75,0.78234,0.96537,False
True,0.82751,True,2603.00000,3,0.95268,-24.63033,0,True,Kallisto,10,75,0.77449,0.96198,False
True,0.84058,True,3130.00000,4,0.92226,-28.80442,0,True,Kallisto,10,75,0.72268,0.95684,False
True,0.93738,True,3561.00000,0,0.92099,-42.81110,10,True,Kallisto,10,75,0.83993,0.76999,False
True,0.92914,True,5377.00000,1,0.90064,-39.94706,10,True,Kallisto,10,75,0.80305,0.76603,False
True,0.92384,True,4333.00000,2,0.88803,-37.99494,10,True,Kallisto,10,75,0.78560,0.76343,False
True,0.92755,True,2664.00000,3,0.87665,-36.76530,10,True,Kallisto,10,75,0.78003,0.76473,False
True,0.92481,True,3059.00000,4,0.85841,-39.33509,10,True,Kallisto,10,75,0.76463,0.75182,False
True,0.87686,True,3492.00000,0,0.94656,-28.29433,0,True,Kallisto,10,100,0.80928,0.97950,False
True,0.86754,True,5315.00000,1,0.93792,-27.73325,0,True,Kallisto,10,100,0.75334,0.96913,False
True,0.85664,True,4262.00000,2,0.93737,-26.76360,0,True,Kallisto,10,100,0.73885,0.96651,False
True,0.85361,True,2548.00000,3,0.93037,-26.19800,0,True,Kallisto,10,100,0.73077,0.96305,False
True,0.86652,True,3079.00000,4,0.93335,-27.15406,0,True,Kallisto,10,100,0.70672,0.96163,False
True,0.93741,True,3339.00000,0,0.91083,-44.04817,10,True,Kallisto,10,100,0.80743,0.78399,False
True,0.92620,True,5501.00000,1,0.89188,-41.72054,10,True,Kallisto,10,100,0.78349,0.77697,False
True,0.92849,True,4279.00000,2,0.88258,-40.16975,10,True,Kallisto,10,100,0.76677,0.77119,False
True,0.93284,True,2561.00000,3,0.87513,-38.53898,10,True,Kallisto,10,100,0.76689,0.76013,False
True,0.93290,True,3100.00000,4,0.84252,-41.76684,10,True,Kallisto,10,100,0.72581,0.76637,False
True,0.88049,True,3439.00000,0,0.96905,-26.57756,0,True,Express,10,50,0.85635,0.95732,False
True,0.86047,True,5504.00000,1,0.95476,-26.37490,0,True,Express,10,50,0.82068,0.94797,False
True,0.85945,True,4205.00000,2,0.94473,-26.60000,0,True,Express,10,50,0.80499,0.94443,False
True,0.86098,True,2640.00000,3,0.94032,-27.77530,0,True,Express,10,50,0.77235,0.93782,False
True,0.88740,True,3135.00000,4,0.92865,-29.86942,0,True,Express,10,50,0.76013,0.93025,False
True,0.88390,True,3471.00000,0,0.94022,-29.22964,10,True,Express,10,50,0.85768,0.82565,False
True,0.86878,True,5525.00000,1,0.92924,-28.63675,10,True,Express,10,50,0.81538,0.83548,False
True,0.87695,True,4226.00000,2,0.91929,-30.58239,10,True,Express,10,50,0.77970,0.83728,False
True,0.88465,True,2540.00000,3,0.91033,-30.57674,10,True,Express,10,50,0.76929,0.83388,False
True,0.88838,True,3046.00000,4,0.89432,-34.39754,10,True,Express,10,50,0.74064,0.83366,False
True,0.88042,True,3504.00000,0,0.96401,-26.53297,0,True,Express,10,75,0.82677,0.95199,False
True,0.86830,True,5444.00000,1,0.95198,-27.01185,0,True,Express,10,75,0.80529,0.94108,False
True,0.87205,True,4236.00000,2,0.94275,-26.81828,0,True,Express,10,75,0.78730,0.94062,False
True,0.86631,True,2603.00000,3,0.94519,-26.84071,0,True,Express,10,75,0.76604,0.93410,False
True,0.88626,True,3130.00000,4,0.91899,-31.74026,0,True,Express,10,75,0.71885,0.92106,False
True,0.89245,True,3561.00000,0,0.94953,-28.41877,10,True,Express,10,75,0.85285,0.83440,False
True,0.87540,True,5377.00000,1,0.92816,-29.69028,10,True,Express,10,75,0.79189,0.84279,False
True,0.87607,True,4333.00000,2,0.91957,-29.98618,10,True,Express,10,75,0.76691,0.84107,False
True,0.87725,True,2664.00000,3,0.91448,-31.89728,10,True,Express,10,75,0.75263,0.84326,False
True,0.88885,True,3059.00000,4,0.89756,-33.62003,10,True,Express,10,75,0.74501,0.83204,False
True,0.87887,True,3492.00000,0,0.95471,-26.95826,0,True,Express,10,100,0.82360,0.95268,False
True,0.87413,True,5315.00000,1,0.94682,-27.17145,0,True,Express,10,100,0.78269,0.94107,False
True,0.86861,True,4262.00000,2,0.94139,-28.05580,0,True,Express,10,100,0.74707,0.93783,False
True,0.87637,True,2548.00000,3,0.93341,-28.69399,0,True,Express,10,100,0.73783,0.93207,False
True,0.89477,True,3079.00000,4,0.92192,-32.85703,0,True,Express,10,100,0.70705,0.92067,False
True,0.89128,True,3339.00000,0,0.94519,-30.35251,10,True,Express,10,100,0.81821,0.84393,False
True,0.88093,True,5501.00000,1,0.92525,-32.29715,10,True,Express,10,100,0.77440,0.84280,False
True,0.88222,True,4279.00000,2,0.91657,-31.39705,10,True,Express,10,100,0.75976,0.84917,False
True,0.88911,True,2561.00000,3,0.90901,-34.40268,10,True,Express,10,100,0.74424,0.84244,False
True,0.89065,True,3100.00000,4,0.89044,-36.49300,10,True,Express,10,100,0.70742,0.84250,False
True,0.89503,True,3439.00000,0,0.96155,-36.56135,0,True,Sailfish,10,50,0.83571,0.97529,False
True,0.85120,True,5504.00000,1,0.94798,-34.38888,0,True,Sailfish,10,50,0.81232,0.96694,False
True,0.84804,True,4205.00000,2,0.93357,-33.36234,0,True,Sailfish,10,50,0.79857,0.96286,False
True,0.82273,True,2640.00000,3,0.93840,-30.75219,0,True,Sailfish,10,50,0.77727,0.95845,False
True,0.84306,True,3135.00000,4,0.92822,-34.09667,0,True,Sailfish,10,50,0.76045,0.95267,False
True,0.96312,True,3471.00000,0,0.90936,-51.13414,10,True,Sailfish,10,50,0.85076,0.76126,False
True,0.95566,True,5525.00000,1,0.88765,-47.24716,10,True,Sailfish,10,50,0.82715,0.75293,False
True,0.95480,True,4226.00000,2,0.87115,-47.14413,10,True,Sailfish,10,50,0.80005,0.74638,False
True,0.95394,True,2540.00000,3,0.86589,-46.63366,10,True,Sailfish,10,50,0.79646,0.74105,False
True,0.95568,True,3046.00000,4,0.83456,-47.52355,10,True,Sailfish,10,50,0.76198,0.74037,False
True,0.90639,True,3504.00000,0,0.95764,-37.75962,0,True,Sailfish,10,75,0.80394,0.97610,False
True,0.86058,True,5444.00000,1,0.94538,-35.64418,0,True,Sailfish,10,75,0.78655,0.96795,False
True,0.84396,True,4236.00000,2,0.94415,-33.90923,0,True,Sailfish,10,75,0.78163,0.96498,False
True,0.83404,True,2603.00000,3,0.95225,-31.36537,0,True,Sailfish,10,75,0.77372,0.96275,False
True,0.83898,True,3130.00000,4,0.92012,-35.96968,0,True,Sailfish,10,75,0.72268,0.95630,False
True,0.95732,True,3561.00000,0,0.92090,-50.13026,10,True,Sailfish,10,75,0.83909,0.77396,False
True,0.95239,True,5377.00000,1,0.90305,-47.31240,10,True,Sailfish,10,75,0.80454,0.76796,False
True,0.95107,True,4333.00000,2,0.88761,-45.69373,10,True,Sailfish,10,75,0.78721,0.76517,False
True,0.94932,True,2664.00000,3,0.87710,-44.58669,10,True,Sailfish,10,75,0.77928,0.76461,False
True,0.95521,True,3059.00000,4,0.85888,-47.25091,10,True,Sailfish,10,75,0.76430,0.75162,False
True,0.89204,True,3492.00000,0,0.94609,-35.28828,0,True,Sailfish,10,100,0.80699,0.97879,False
True,0.86566,True,5315.00000,1,0.93792,-34.47220,0,True,Sailfish,10,100,0.75447,0.96857,False
True,0.85195,True,4262.00000,2,0.93554,-33.45252,0,True,Sailfish,10,100,0.73839,0.96580,False
True,0.83870,True,2548.00000,3,0.92975,-32.90788,0,True,Sailfish,10,100,0.73116,0.96305,False
True,0.84183,True,3079.00000,4,0.93323,-33.96102,0,True,Sailfish,10,100,0.70672,0.96148,False
True,0.96196,True,3339.00000,0,0.91103,-49.68288,10,True,Sailfish,10,100,0.80922,0.78819,False
True,0.94746,True,5501.00000,1,0.89222,-47.56024,10,True,Sailfish,10,100,0.78440,0.77939,False
True,0.94625,True,4279.00000,2,0.88362,-46.32944,10,True,Sailfish,10,100,0.76724,0.77293,False
True,0.94885,True,2561.00000,3,0.87499,-44.56245,10,True,Sailfish,10,100,0.76533,0.76143,False
True,0.95194,True,3100.00000,4,0.84360,-47.61624,10,True,Sailfish,10,100,0.72581,0.76666,False
True,0.85541,True,3541.00000,0,0.93332,-21.77512,0,True,Cufflinks,10,50,0.85004,0.97856,True
True,0.85772,True,5468.00000,1,0.94010,-17.72341,0,True,Cufflinks,10,50,0.82315,0.96647,True
True,0.85907,True,4300.00000,2,0.93800,-16.14805,0,True,Cufflinks,10,50,0.80442,0.95766,True
True,0.85883,True,2621.00000,3,0.92806,-17.39782,0,True,Cufflinks,10,50,0.78291,0.95119,True
True,0.87484,True,3100.00000,4,0.93120,-15.97360,0,True,Cufflinks,10,50,0.77581,0.94835,True
True,0.86829,True,3485.00000,0,0.92576,-24.50634,10,True,Cufflinks,10,50,0.84735,0.90708,True
True,0.86549,True,5405.00000,1,0.92692,-22.56267,10,True,Cufflinks,10,50,0.81351,0.89629,True
True,0.85687,True,4164.00000,2,0.92050,-20.95152,10,True,Cufflinks,10,50,0.80259,0.88020,True
True,0.84798,True,2605.00000,3,0.92364,-17.91096,10,True,Cufflinks,10,50,0.79271,0.87222,True
True,0.85541,True,3057.00000,4,0.90008,-18.19484,10,True,Cufflinks,10,50,0.78377,0.86127,True
True,0.85577,True,3439.00000,0,0.92691,-21.96401,0,True,Cufflinks,10,75,0.81245,0.97679,True
True,0.86041,True,5416.00000,1,0.94375,-20.59554,0,True,Cufflinks,10,75,0.78840,0.96853,True
True,0.86078,True,4324.00000,2,0.93351,-18.17633,0,True,Cufflinks,10,75,0.77151,0.96285,True
True,0.85789,True,2498.00000,3,0.92801,-16.46378,0,True,Cufflinks,10,75,0.75821,0.96009,True
True,0.87198,True,3148.00000,4,0.92369,-19.03707,0,True,Cufflinks,10,75,0.74651,0.95229,True
True,0.87032,True,3447.00000,0,0.92101,-24.74463,10,True,Cufflinks,10,75,0.82390,0.91629,True
True,0.85206,True,5455.00000,1,0.92613,-23.02420,10,True,Cufflinks,10,75,0.78442,0.90211,True
True,0.85926,True,4327.00000,2,0.92551,-20.20623,10,True,Cufflinks,10,75,0.77999,0.89190,True
True,0.86529,True,2524.00000,3,0.92451,-18.61208,10,True,Cufflinks,10,75,0.77417,0.88245,True
True,0.86581,True,3115.00000,4,0.89797,-20.19838,10,True,Cufflinks,10,75,0.73965,0.86752,True
True,0.86981,True,3418.00000,0,0.92564,-24.19346,0,True,Cufflinks,10,100,0.79345,0.97886,True
True,0.85789,True,5524.00000,1,0.93589,-22.46480,0,True,Cufflinks,10,100,0.76575,0.97085,True
True,0.86017,True,4291.00000,2,0.93602,-22.93561,0,True,Cufflinks,10,100,0.73806,0.96353,True
True,0.86017,True,2596.00000,3,0.92770,-22.20805,0,True,Cufflinks,10,100,0.72535,0.96152,True
True,0.87773,True,3157.00000,4,0.91631,-22.34915,0,True,Cufflinks,10,100,0.70668,0.95379,True
True,0.88755,True,3486.00000,0,0.92635,-27.48859,10,True,Cufflinks,10,100,0.79289,0.91850,True
True,0.86421,True,5376.00000,1,0.92708,-25.20104,10,True,Cufflinks,10,100,0.76916,0.90976,True
True,0.87178,True,4157.00000,2,0.91830,-26.08150,10,True,Cufflinks,10,100,0.74140,0.89559,True
True,0.86568,True,2509.00000,3,0.90514,-23.82715,10,True,Cufflinks,10,100,0.74811,0.88586,True
True,0.87395,True,3110.00000,4,0.89689,-26.24146,10,True,Cufflinks,10,100,0.71961,0.87631,True
True,0.89269,True,3541.00000,0,0.95417,-31.95141,0,True,Salmon,10,50,0.85230,0.97299,True
True,0.85881,True,5468.00000,1,0.93905,-30.98794,0,True,Salmon,10,50,0.81017,0.95927,True
True,0.84442,True,4300.00000,2,0.93448,-30.66606,0,True,Salmon,10,50,0.78860,0.95202,True
True,0.83556,True,2621.00000,3,0.92864,-31.81144,0,True,Salmon,10,50,0.77413,0.94852,True
True,0.83968,True,3100.00000,4,0.92905,-31.70734,0,True,Salmon,10,50,0.76129,0.94713,True
True,0.94692,True,3485.00000,0,0.91126,-46.41372,10,True,Salmon,10,50,0.84763,0.75218,True
True,0.94838,True,5405.00000,1,0.88975,-43.96406,10,True,Salmon,10,50,0.81332,0.75496,True
True,0.94236,True,4164.00000,2,0.88403,-43.16590,10,True,Salmon,10,50,0.80884,0.74404,True
True,0.94127,True,2605.00000,3,0.87967,-43.03586,10,True,Salmon,10,50,0.80000,0.75013,True
True,0.94243,True,3057.00000,4,0.84943,-42.42969,10,True,Salmon,10,50,0.78966,0.74477,True
True,0.89619,True,3439.00000,0,0.94756,-32.19816,0,True,Salmon,10,75,0.81041,0.97174,True
True,0.86337,True,5416.00000,1,0.94177,-32.97494,0,True,Salmon,10,75,0.77216,0.95896,True
True,0.85985,True,4324.00000,2,0.93638,-32.07324,0,True,Salmon,10,75,0.75717,0.95436,True
True,0.85909,True,2498.00000,3,0.92652,-31.91319,0,True,Salmon,10,75,0.74339,0.95314,True
True,0.84435,True,3148.00000,4,0.91711,-31.79497,0,True,Salmon,10,75,0.73761,0.94921,True
True,0.94430,True,3447.00000,0,0.91153,-43.45963,10,True,Salmon,10,75,0.83290,0.77008,True
True,0.93236,True,5455.00000,1,0.89783,-42.80144,10,True,Salmon,10,75,0.78552,0.76591,True
True,0.92720,True,4327.00000,2,0.89624,-40.35132,10,True,Salmon,10,75,0.79131,0.76146,True
True,0.92631,True,2524.00000,3,0.87764,-38.51940,10,True,Salmon,10,75,0.78368,0.75753,True
True,0.93291,True,3115.00000,4,0.84556,-39.36211,10,True,Salmon,10,75,0.75441,0.74155,True
True,0.89409,True,3418.00000,0,0.94482,-32.99994,0,True,Salmon,10,100,0.79783,0.97274,True
True,0.87400,True,5524.00000,1,0.93084,-32.71390,0,True,Salmon,10,100,0.75290,0.96086,True
